ID,Customer Age (in months),"Churn (1 = Yes, 0 = No)",CHI Score Month 0,CHI Score 0-1,Support Cases Month 0,Support Cases 0-1,SP Month 0,SP 0-1,Logins 0-1,Blog Articles 0-1,Views 0-1, Days Since Last Login 0-1
"1,189",22, -   ,94,-23, -   , -   , -   , -   ,-10, -   ,23, -   
"1,190",22, -   ,138,1, -   , -   , -   , -   ,20,1,-899,-1
"1,191",23, -   ,196,72,5,2,3,-0.3,93, -   ,"6,983.00", -   
"1,192",22, -   ,61,25, -   , -   , -   , -   ,2, -   ,-5,31
"1,193",7, -   ,72,-11, -   ,-1, -   ,-3,-17,-1,507,-8
"1,194",22, -   ,84,17, -   , -   , -   , -   ,10, -   ,-18,31
"1,195",22, -   ,183,10, -   ,-2, -   ,-3,33,1,-113,3
"1,196",22, -   ,123,1, -   ,-1, -   ,-3,14, -   ,69, -   
"1,197",22, -   ,137,59,1, -   ,3, -   ,39,1,25,-2
"1,198",19, -   ,33,10, -   , -   , -   , -   ,1, -   , -   ,-60
"1,199",22, -   ,40,-36, -   ,-1, -   ,-3,-12, -   ,78,-61
"1,200",14, -   ,249,31,2, -   ,2,-1,213,9,-353, -   
"1,201",18,1,143,20,3,3,3,3,65,1,-521,2
"1,202",22,1,82,11,2,2,3,3,65,1,16,4
"1,203",22, -   ,47,-11, -   , -   , -   , -   ,-3, -   ,19,1
"1,204",22, -   ,25,-40, -   , -   , -   , -   , -   , -   ,430,31
"1,205",20, -   ,29,15, -   , -   , -   , -   ,1, -   ,-9,24
"1,206",22, -   ,195,-7, -   , -   , -   , -   , -   ,-1,-51,-1
"1,207",19, -   ,97,-13,3, -   ,2.7,-0.3,10,-2,-34,4
"1,208",21, -   ,108,27, -   , -   , -   , -   ,13, -   ,"2,479.00",23
"1,209",22, -   ,82,-15, -   , -   , -   , -   ,-6, -   , -   ,2
"1,210",22, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"1,211",21, -   ,193,-1, -   , -   , -   , -   ,23, -   ,-16, -   
"1,212",22, -   ,76,-1, -   , -   , -   , -   ,-2, -   ,39,-26
"1,213",22, -   ,143, -   , -   ,-1, -   ,-3,2,-1,41, -   
"1,214",12,1, -   , -   , -   , -   , -   , -   , -   , -   ,2,31
"1,215",14, -   ,153,-10,1, -   ,3, -   ,-10,1,8, -   
"1,216",22, -   ,194,89,1, -   ,3, -   ,103,4,108, -   
"1,217",22, -   ,200,23, -   ,-2, -   ,-3,-8,-1,871, -   
"1,218",22,1,139,-31, -   , -   , -   , -   ,-1,-1,-264, -   
"1,219",21, -   ,63,-25, -   , -   , -   , -   ,-7, -   ,-292,-104
"1,220",22, -   ,188,35, -   , -   , -   , -   ,193,3,-56, -   
"1,221",18, -   ,196,6, -   , -   , -   , -   ,37,1,"2,919.00",-1
"1,222",5, -   ,121,-7,11,5,3,-0.2,27, -   ,8, -   
"1,223",22, -   ,47,-39, -   , -   , -   , -   ,5,-2,-9,2
"1,224",19, -   ,130,-5, -   , -   , -   , -   ,25, -   ,-40, -   
"1,225",22, -   ,165,43,1,1,3,3,102,2,-287,-2
"1,226",22, -   ,181,34, -   , -   , -   , -   ,56,-1,-85, -   
"1,227",17, -   ,214,6, -   ,-1, -   ,-3,17,10,263,-2
"1,228",22, -   ,146,-5, -   , -   , -   , -   ,13,-5,"1,052.00",5
"1,229",22, -   ,45,-3,1,1,3,3,12, -   ,-72,31
"1,230",22, -   ,133,46,2,2,3,3,8,2,7,2
"1,231",22, -   ,209,27,1, -   ,3, -   ,8,1,-104,8
"1,232",22, -   ,144,9, -   , -   , -   , -   ,12,1,245,-2
"1,233",21, -   ,173,13,1,1,3,3,3,1,-11,-1
"1,234",22, -   ,142, -   , -   , -   , -   , -   ,35,6,12,-1
"1,235",22, -   ,169,-18, -   ,-1, -   ,-3,30,-2,-738, -   
"1,236",21, -   , -   ,-35, -   , -   , -   , -   , -   , -   ,9,31
"1,237",15, -   ,151,56, -   , -   , -   , -   ,25, -   ,-13,-18
"1,238",17, -   ,65,25, -   , -   , -   , -   ,6, -   ,-79,31
"1,239",12, -   ,145, -   , -   ,-5, -   ,-3,-74,-5,68, -   
"1,240",22, -   ,3,-35, -   ,-1, -   ,-3,-10, -   ,-7,9
"1,241",22, -   ,40,11, -   , -   , -   , -   ,3, -   ,-4,6
"1,242",22, -   ,130,2, -   , -   , -   , -   ,12,4,-167, -   
"1,243",20, -   ,179,14, -   , -   , -   , -   ,9,-1,41,2
"1,244",4, -   ,180,145,6,4,3, -   ,204,34,1,3
"1,245",22, -   ,125, -   ,1,1,3,3,51, -   ,"1,957.00", -   
"1,246",22, -   ,125,20,2,2,3.5,3.5,37, -   , -   , -   
"1,247",22,1,57, -   , -   ,-1, -   ,-3,17, -   , -   ,11
"1,248",22, -   ,129,4,1,1, -   , -   ,25,1,-162, -   
"1,249",21, -   ,196,-12, -   , -   , -   , -   ,-22,-2,"1,083.00",-1
"1,250",21, -   ,110,-19, -   , -   , -   , -   ,12,2,51,3
"1,251",21, -   ,49,-24, -   , -   , -   , -   ,-5, -   , -   ,1
"1,252",22, -   ,86,14, -   , -   , -   , -   ,21, -   ,-404,-6
"1,253",21, -   ,205,62, -   , -   , -   , -   ,113,2,19, -   
"1,254",22, -   ,152,37,2,2,3,3,47,5,28,-20
"1,255",22, -   ,102,9, -   , -   , -   , -   ,-5, -   ,606,-19
"1,256",22, -   ,103,47, -   , -   , -   , -   ,6,2,3,4
"1,257",21, -   ,91,-58, -   ,-2, -   ,-3,-6,-4,-90,3
"1,258",22, -   ,161,-14, -   , -   , -   , -   ,-2,-1,36, -   
"1,259",21, -   ,103,38, -   , -   , -   , -   ,1,1,-105,16
"1,260",22, -   ,114,-50, -   ,-4, -   ,-3,57,-1,-31, -   
"1,261",22, -   ,90,-37,1,1,3,3,4,-1,-9,12
"1,262",21, -   ,17,-40, -   , -   , -   , -   ,-3, -   ,-109,4
"1,263",22, -   ,218,13,24,14,3,0.1,78,-2,-250, -   
"1,264",20, -   ,165,-26, -   , -   , -   , -   ,-36, -   ,29,3
"1,265",19, -   ,179,6, -   , -   , -   , -   ,8,7,"-1,029.00",1
"1,266",21, -   ,125,-2, -   , -   , -   , -   , -   ,-2,-25,1
"1,267",22, -   ,131,-5, -   , -   , -   , -   ,-18,-2,-40,-1
"1,268",9, -   ,145,-15,1,1,3,3,6, -   ,-189, -   
"1,269",21, -   ,146,-18, -   , -   , -   , -   ,59, -   ,39,1
"1,270",19, -   ,193,20,4,4,3,3,72,1,-467,4
"1,271",21, -   ,57, -   , -   , -   , -   , -   , -   , -   ,13,31
"1,272",20,1,107,-26, -   , -   , -   , -   ,-20, -   ,-116,7
"1,273",21, -   ,55,-17, -   , -   , -   , -   , -   , -   ,-5,31
"1,274",20, -   ,246,10, -   , -   , -   , -   ,49,1,82,-1
"1,275",21, -   ,73, -   ,1,-4,3, -   ,-10, -   ,14,-1
"1,276",21, -   ,26,-10, -   , -   , -   , -   , -   , -   ,-9,31
"1,277",14, -   ,5,-20, -   ,-1, -   ,-4,-22, -   ,4,-33
"1,278",20, -   ,137,11, -   , -   , -   , -   ,4,1,10,-17
"1,279",21, -   ,134,-1, -   , -   , -   , -   ,-12, -   ,-358,1
"1,280",20, -   ,71,-1, -   , -   , -   , -   ,1, -   ,49,14
"1,281",19, -   ,128,-29,3,2,3, -   ,-1,-11,23, -   
"1,282",12, -   ,7,-36, -   , -   , -   , -   ,-9, -   ,-14,2
"1,283",20,1,136,-12,1, -   ,3,1,-15, -   ,-276,-1
"1,284",22, -   ,107,-37, -   , -   , -   , -   ,33,-2,"-4,468.00", -   
"1,285",22, -   ,91,-2, -   , -   , -   , -   ,18, -   ,156, -   
"1,286",22, -   ,20,-77, -   , -   , -   , -   ,-2,-2,82,12
"1,287",22, -   ,24,-72, -   ,-1, -   ,-3,-6,-1,-2,24
"1,288",21, -   ,114,33, -   , -   , -   , -   ,4, -   ,-93,31
"1,289",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"1,290",22, -   ,133,11,1, -   ,2,-1,38, -   ,"-1,760.00",4
"1,291",22, -   ,21,-14, -   , -   , -   , -   ,1, -   ,-75,-47
"1,292",21, -   ,215,-4, -   , -   , -   , -   ,38,-1,"-9,962.00",3
"1,293",22, -   ,191,-10, -   , -   , -   , -   ,-6,-5,-22,3
"1,294",20, -   ,46,-52, -   , -   , -   , -   ,-14, -   ,7,3
"1,295",21, -   ,109, -   , -   , -   , -   , -   ,2, -   ,16,-14
"1,296",22, -   ,79,14,2,1,2.5,-0.5,18, -   ,46,-34
"1,297",18, -   ,71,43, -   , -   , -   , -   ,14, -   ,43,31
"1,298",22, -   ,278,13,3,-5,3, -   ,98,3,-346, -   
"1,299",21, -   ,147,32,1,1,3,3,59,2,-53,-3
"1,300",22, -   ,207,4,6, -   ,3, -   ,99,4,521, -   
"1,301",22, -   ,6,-10, -   , -   , -   , -   ,-36, -   ,4, -   
"1,302",17, -   ,163,9, -   , -   , -   , -   ,4, -   ,-18,14
"1,303",21,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,30
"1,304",21, -   ,150,-20,1,-1,3, -   ,15, -   ,-53,2
"1,305",21, -   ,62,-11, -   , -   , -   , -   , -   , -   ,-83,31
"1,306",21, -   ,142,-12, -   ,-1, -   ,-3,-4, -   ,-93, -   
"1,307",13, -   ,172,-21, -   ,-1, -   ,-3,55,-4,218,10
"1,308",21, -   ,145,6,1,-3,3, -   ,3,-4,-81,-1
"1,309",22, -   ,124,14,1,1,3,3,27, -   ,139,6
"1,310",21, -   ,124,-3,7,3,3, -   ,27,1,-349,-1
"1,311",25, -   ,150,19, -   , -   , -   , -   ,45,-1,35,-3
"1,312",21, -   ,87,-26, -   , -   , -   , -   ,-3, -   ,198,5
"1,313",22, -   ,200,-6,3,3,2.3,2.3,89,-10,140,-1
"1,314",21, -   ,200,20,3,3,3,3,26,8,"3,267.00", -   
"1,315",21, -   ,176,6, -   , -   , -   , -   ,5,-2,-866,-1
"1,316",21, -   ,8,-25, -   , -   , -   , -   ,-3, -   , -   ,-59
"1,317",20, -   ,180,2, -   ,-2, -   ,-3,-13,1,-874, -   
"1,318",21, -   ,83,-11, -   , -   , -   , -   ,-12,-1,-194,5
"1,319",19, -   ,124,27,1,1,3,3,8,2,54,6
"1,320",2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"1,321",21, -   ,34,25, -   , -   , -   , -   ,2, -   ,23,30
"1,322",21, -   ,165,49, -   , -   , -   , -   ,9,1,23, -   
"1,323",21, -   ,134,7, -   , -   , -   , -   ,3,1,11,5
"1,324",20, -   ,170,-15, -   ,-1, -   ,-3,41,-1,24,-1
"1,325",20, -   ,132,31, -   , -   , -   , -   ,76, -   ,-38,-1
"1,326",21, -   ,168,-4, -   , -   , -   , -   ,69, -   ,-556, -   
"1,327",21, -   ,176,-18,5,1,3, -   ,100,5,586,-1
"1,328",21, -   ,159,-2,1,1, -   , -   ,26,-1,23, -   
"1,329",21, -   ,55,-9, -   , -   , -   , -   ,-13, -   ,38,-10
"1,330",21, -   ,127,-11,1, -   ,2,-1,-49,-1,19, -   
"1,331",21, -   ,77,-48, -   , -   , -   , -   ,-15,-2,-242,3
"1,332",21, -   ,41,10, -   , -   , -   , -   ,6, -   ,6,3
"1,333",21, -   ,195,-5,6,-6,3.2,0.2,104, -   ,-120, -   
"1,334",7, -   ,64, -   , -   , -   , -   , -   ,6, -   ,135,10
"1,335",16, -   ,63,-23, -   , -   , -   , -   ,-4, -   ,-14,-13
"1,336",21, -   , -   ,-21, -   , -   , -   , -   ,-1, -   ,3,-64
"1,337",1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"1,338",21, -   ,80,9, -   , -   , -   , -   ,12, -   ,43, -   
"1,339",20,1,170,46, -   , -   , -   , -   ,17,1,"-2,005.00",3
"1,340",18, -   ,145,5, -   ,-2, -   ,-3,-7, -   ,-262,-2
"1,341",21, -   ,74,69, -   , -   , -   , -   ,10,1, -   ,31
"1,342",21, -   ,146,-13, -   , -   , -   , -   , -   , -   ,-49, -   
"1,343",20, -   ,231,13,2,-4,3, -   ,118,28,"-1,685.00", -   
"1,344",21, -   ,65,-20, -   , -   , -   , -   ,-6,-5,-50,9
"1,345",21, -   ,152,-3, -   , -   , -   , -   ,5,-2,-15,1
"1,346",19, -   ,127,-1,1,1,3,3,27,5,-9, -   
"1,347",21, -   ,206,-15, -   ,-3, -   ,-3,-3, -   ,"4,861.00",-8
"1,348",21, -   ,159,-10, -   ,-1, -   ,-3,21,-3,-88, -   
"1,349",19, -   ,100,10, -   , -   , -   , -   ,8, -   ,-1,4
"1,350",21, -   ,168,7, -   , -   , -   , -   ,27,-2,156, -   
"1,351",21, -   ,96,-11, -   , -   , -   , -   ,-3,-1,12,-31
"1,352",16, -   ,130,19,2,1,3, -   ,18,1,79, -   
"1,353",20, -   ,99,-12, -   , -   , -   , -   ,43, -   ,4, -   
"1,354",11, -   ,191, -   ,1,-5,3, -   ,-10,-10,4, -   
"1,355",20, -   ,118, -   , -   , -   , -   , -   ,-7, -   ,101,-6
"1,356",39, -   ,186,37,1,1,3,3,1,4,"6,863.00", -   
"1,357",41, -   ,182,7,1,-2,3, -   ,-11,1,483,-3
"1,358",40, -   ,95,10, -   , -   , -   , -   ,7, -   , -   ,12
"1,359",41, -   ,123,-15, -   , -   , -   , -   ,38, -   ,591, -   
"1,360",37, -   ,88, -   , -   , -   , -   , -   ,11, -   ,188,5
"1,361",31, -   ,69,10,1,1,3,3,8, -   ,1,4
"1,362",40, -   ,79,4, -   , -   , -   , -   ,-11, -   ,24,-3
"1,363",41,1, -   ,-34, -   , -   , -   , -   ,-9, -   , -   ,26
"1,364",40, -   ,82,-50, -   , -   , -   , -   ,9,-2,851, -   
"1,365",40, -   ,210,10,2,2,3,3,112,-1,-607,-1
"1,366",35, -   ,97,-14, -   , -   , -   , -   ,16,1,-42,4
"1,367",40, -   ,183,3,1,1,3,3,63,3,134,-3
"1,368",40, -   ,110,20, -   , -   , -   , -   ,72, -   , -   ,5
"1,369",35, -   ,115,-10, -   , -   , -   , -   ,-4, -   , -   ,-2
"1,370",33, -   ,108,-37, -   , -   , -   , -   ,-12,-1,67,-1
"1,371",39, -   ,132,-1, -   , -   , -   , -   ,2, -   ,-101,3
"1,372",39, -   ,189,-17,1,-1,3, -   ,-16,-3,207,-1
"1,373",40, -   ,141,32,2,1,3, -   ,11,1,"1,320.00",-3
"1,374",39, -   ,118,-4, -   , -   , -   , -   ,-3, -   ,"1,328.00",4
"1,375",39, -   ,86,-17, -   ,-1, -   ,-3,-10,-2,4,-8
"1,376",40, -   ,104,-37,1,1,3,3,15,-1,-41,2
"1,377",40, -   ,228,10, -   ,-3, -   ,-3,20,-1,-51, -   
"1,378",39, -   ,34,34,1,1,3,3,8, -   ,-13,31
"1,379",39, -   ,79,11, -   , -   , -   , -   ,9, -   , -   ,2
"1,380",39, -   ,115,-25, -   , -   , -   , -   ,5, -   ,41, -   
"1,381",39, -   ,82,25, -   , -   , -   , -   , -   , -   ,948,31
"1,382",39, -   ,45, -   , -   , -   , -   , -   ,9, -   , -   ,8
"1,383",38, -   ,28,-10, -   , -   , -   , -   ,-1, -   , -   ,6
"1,384",37, -   ,75, -   , -   , -   , -   , -   ,6, -   , -   ,-17
"1,385",39, -   ,64,-2, -   , -   , -   , -   ,1, -   ,-1,6
"1,386",23, -   ,137,12,1,1,3,3,85,2,15,-3
"1,387",39, -   ,81,-54, -   , -   , -   , -   ,-6,-4,"-1,216.00",-2
"1,388",39, -   ,197, -   , -   , -   , -   , -   ,-3, -   ,-973,-2
"1,389",39, -   ,205,45, -   , -   , -   , -   ,-18,2,731,-1
"1,390",39, -   ,86,21, -   ,-1, -   ,-3,-6,1,33,-11
"1,391",39, -   ,111,-11, -   , -   , -   , -   ,-4, -   ,-68,3
"1,392",39, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,30
"1,393",39, -   ,3,3, -   , -   , -   , -   , -   , -   ,-46,31
"1,394",38, -   ,69,24, -   , -   , -   , -   ,4, -   ,136,31
"1,395",35, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"1,396",39, -   ,125,-2, -   , -   , -   , -   ,-6, -   ,-82,-1
"1,397",39, -   ,218,13,2,-3,3, -   ,53,-1,237, -   
"1,398",32, -   ,69,-15, -   , -   , -   , -   ,3, -   ,-609,5
"1,399",38, -   ,154,1,2,2,2.5,2.5,36,1,-366, -   
"1,400",38, -   ,84,3, -   , -   , -   , -   ,-13,2, -   ,1
"1,401",39, -   ,124,65, -   , -   , -   , -   ,2,13,42,30
"1,402",39, -   ,131,49,5,4,3, -   ,33,2,24,-9
"1,403",39, -   ,97,-9, -   , -   , -   , -   ,7, -   ,6, -   
"1,404",38, -   ,187,39, -   ,-1, -   ,-3,24,-3,-167,-1
"1,405",37,1,11,11, -   , -   , -   , -   ,2, -   ,-123,31
"1,406",38, -   ,75,-15, -   , -   , -   , -   , -   , -   ,16,30
"1,407",38, -   ,135, -   , -   , -   , -   , -   ,-11, -   ,"-1,828.00",-1
"1,408",39, -   ,119,18, -   , -   , -   , -   ,6, -   ,87, -   
"1,409",38, -   ,94, -   , -   , -   , -   , -   ,-20, -   , -   , -   
"1,410",38, -   ,50,1, -   , -   , -   , -   , -   , -   ,175,31
"1,411",39, -   ,63,-32, -   , -   , -   , -   ,10,-1,-152, -   
"1,412",38, -   ,181,-1, -   , -   , -   , -   ,1,-1,-751,-25
"1,413",37, -   ,140,-1, -   ,-3, -   ,-3,-2, -   ,519,1
"1,414",37, -   ,56,-12, -   , -   , -   , -   ,2, -   , -   ,-8
"1,415",35, -   ,139,-41, -   , -   , -   , -   ,31,-3,-194,6
"1,416",38, -   ,107,-1, -   , -   , -   , -   ,8, -   ,1,-1
"1,417",36, -   ,143,7, -   , -   , -   , -   ,7, -   ,-265,-3
"1,418",30, -   ,93,-13, -   ,-1, -   ,-3,-7, -   , -   ,1
"1,419",38, -   , -   ,-17, -   , -   , -   , -   ,-2, -   , -   ,-13
"1,420",38, -   ,71,-38, -   , -   , -   , -   ,-1,-1,544,-4
"1,421",38, -   ,72,-12, -   , -   , -   , -   ,-2, -   ,71,10
"1,422",38, -   ,216, -   ,1,1,3,3,53,4,"-1,748.00",1
"1,423",38, -   ,226,8, -   ,-2, -   ,-3,95,6,"1,236.00",-3
"1,424",38, -   ,110,20, -   , -   , -   , -   ,15, -   ,2,10
"1,425",38, -   ,150, -   , -   , -   , -   , -   ,84, -   ,"4,619.00", -   
"1,426",36, -   ,49,15, -   , -   , -   , -   , -   , -   ,2,31
"1,427",38, -   ,71, -   , -   , -   , -   , -   ,-21, -   ,-39,3
"1,428",38, -   ,89,-10, -   , -   , -   , -   ,-8, -   , -   , -   
"1,429",38, -   ,228,18,3,2,3, -   ,67,-1,-8, -   
"1,430",36, -   ,78,-20, -   , -   , -   , -   ,-1, -   ,3, -   
"1,431",38, -   ,194,-26, -   ,-2, -   ,-3,17,-3,183, -   
"1,432",38, -   ,222,11,2,1,3, -   ,25,1,810, -   
"1,433",33, -   ,76,41,1,1,3,3,22, -   ,51,31
"1,434",38, -   ,74,10, -   , -   , -   , -   ,4, -   , -   ,-30
"1,435",38, -   ,144, -   , -   , -   , -   , -   ,15, -   , -   ,3
"1,436",38, -   ,48,-1, -   , -   , -   , -   ,2, -   ,-2,31
"1,437",38, -   ,38,-1, -   , -   , -   , -   , -   , -   ,-14,31
"1,438",38, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"1,439",37, -   ,164,5,1, -   ,3, -   ,154,6,-213, -   
"1,440",38, -   ,172,10, -   , -   , -   , -   ,41, -   ,-23, -   
"1,441",37, -   ,167,-12, -   , -   , -   , -   ,-3,-2,20,-1
"1,442",38, -   ,136,20, -   , -   , -   , -   ,18, -   ,-38,-24
"1,443",38, -   ,90, -   , -   , -   , -   , -   ,-1, -   ,6,-8
"1,444",38, -   ,50, -   , -   , -   , -   , -   ,-4, -   , -   ,2
"1,445",37, -   ,141,-5,1,1,3,3,38,3,-38,16
"1,446",38, -   ,32,-1, -   , -   , -   , -   , -   , -   ,11,31
"1,447",38, -   ,194,-9, -   , -   , -   , -   ,31,-5,758, -   
"1,448",38, -   ,236,13,3, -   ,2,-1,53,-2,149,3
"1,449",38, -   ,117,13, -   , -   , -   , -   ,15,-1,32,3
"1,450",37, -   ,56,24, -   , -   , -   , -   ,8, -   ,-1,31
"1,451",37, -   ,84,-26,1, -   ,2,-1,22,-1,871,4
"1,452",38, -   ,183, -   , -   , -   , -   , -   ,-10, -   ,"3,852.00",2
"1,453",37, -   ,200,-10, -   ,-2, -   ,-3,11, -   ,450,1
"1,454",37, -   ,116,-22, -   , -   , -   , -   ,3,-1,-179,-3
"1,455",36, -   ,222,67, -   , -   , -   , -   ,36,2,"2,682.00", -   
"1,456",33,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
"1,457",37, -   ,122,1, -   , -   , -   , -   ,-2,-2,61,5
"1,458",37, -   ,91,23, -   , -   , -   , -   ,2, -   ,147,31
"1,459",34, -   , -   ,-22, -   , -   , -   , -   , -   , -   ,-139,31
"1,460",37, -   ,155,61, -   , -   , -   , -   ,4,1,-44,9
"1,461",30, -   ,160,10, -   , -   , -   , -   ,14, -   ,-24,13
"1,462",36, -   ,8,-12, -   , -   , -   , -   ,-11, -   , -   ,-1
"1,463",37, -   ,133,34, -   ,-3, -   ,-3,26,3,407,-2
"1,464",37, -   ,157,-9, -   , -   , -   , -   ,-29, -   ,685, -   
"1,465",37,1,95,-2, -   , -   , -   , -   ,-3, -   ,6,-1
"1,466",34, -   ,168,9,1, -   ,3, -   ,31, -   ,37,-1
"1,467",37, -   ,212,8,1, -   ,3, -   ,35,3,"-1,909.00", -   
"1,468",9, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"1,469",37, -   ,41,-25, -   , -   , -   , -   ,-2, -   ,-19,7
"1,470",31, -   ,123,-1,1,1,3,3,16, -   ,-385, -   
"1,471",35, -   ,75,-63, -   , -   , -   , -   ,-44,-1,103,2
"1,472",37, -   ,120, -   , -   , -   , -   , -   ,-6, -   ,-19,-1
"1,473",34,1,25, -   , -   , -   , -   , -   ,9, -   , -   ,1
"1,474",37, -   ,21,-9, -   , -   , -   , -   ,-3, -   , -   ,-3
"1,475",37, -   ,107,12, -   ,-5, -   ,-3,-24, -   ,22, -   
"1,476",37, -   ,146,-15,5,5,3,3,82,-1,-29,-9
"1,477",37, -   ,173,2, -   , -   , -   , -   ,46,2,-369,3
"1,478",35, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
"1,479",37, -   ,138,-1, -   , -   , -   , -   ,-4,2,-16,-3
"1,480",37, -   ,160,-1, -   , -   , -   , -   ,-10,-1,-176,-14
"1,481",29, -   ,116,-88, -   ,-2, -   ,-3,-33,-1,133,4
"1,482",37, -   ,114, -   , -   , -   , -   , -   ,13, -   ,88,-3
"1,483",37, -   ,158,1, -   , -   , -   , -   ,17,2,16,7
"1,484",37, -   ,176,-1,1,1,4,4,8,-1,"1,519.00",3
"1,485",35, -   ,148,-11, -   , -   , -   , -   ,-8,-1,353,-4
"1,486",36, -   ,155, -   , -   ,-2, -   ,-2.5,-29, -   ,-930, -   
"1,487",37, -   ,94,8, -   , -   , -   , -   ,3, -   ,-42,-43
"1,488",36,1,5, -   , -   , -   , -   , -   , -   , -   , -   ,31
"1,489",37,1,94,-4,1, -   ,3,1,22,-1,912,-7
"1,490",37, -   ,89,-55, -   , -   , -   , -   ,-3,-8,183, -   
"1,491",31, -   ,28,-2, -   , -   , -   , -   , -   , -   ,8,31
"1,492",37, -   ,38,-3, -   , -   , -   , -   , -   , -   ,21,31
"1,493",37, -   ,136,17, -   ,-1, -   ,-3,15,2,12,-3
"1,494",36, -   ,62,-1, -   , -   , -   , -   ,2, -   ,49,31
"1,495",36, -   ,134,-12,2,-1,3, -   ,11,-2,"12,003.00", -   
"1,496",36, -   ,10,-35, -   , -   , -   , -   ,-4, -   , -   ,-185
"1,497",35, -   ,219,10,3,1,2.7,-0.3,82,-5,353, -   
"1,498",29, -   ,77,-3, -   , -   , -   , -   ,-7, -   , -   ,3
"1,499",36, -   ,162,7, -   , -   , -   , -   ,29,1,-10, -   
"1,500",35, -   ,68,-11, -   , -   , -   , -   ,4, -   ,-22,-5
"1,501",36, -   ,62,8, -   , -   , -   , -   ,2, -   ,"-2,859.00",-56
"1,502",36, -   ,153,-12, -   , -   , -   , -   ,17,2,73,3
"1,503",35, -   ,147,-73,1, -   ,3, -   ,49,-4,"7,926.00", -   
"1,504",36, -   ,70, -   , -   , -   , -   , -   , -   , -   ,-55,31
"1,505",36, -   ,99,33, -   , -   , -   , -   ,8, -   ,-205,31
"1,506",35, -   ,224, -   , -   ,-1, -   ,-3,-4, -   ,227, -   
"1,507",33, -   ,107,16, -   , -   , -   , -   ,16,6,-16,3
"1,508",36, -   ,232,17,1, -   ,3, -   ,12,-3,"-3,264.00", -   
"1,509",34, -   ,165,-35,6,4,3, -   ,11,-2,184, -   
"1,510",30, -   ,210,-45,3,1,2.7,-0.3,23,-2,-641, -   
"1,511",36, -   ,154,1,2,2,3,3,30,-1,-105, -   
"1,512",36, -   ,193,-1,1,1,3,3,10,-1,843,2
"1,513",36, -   ,31,-2, -   , -   , -   , -   ,1, -   ,13,17
"1,514",36, -   ,176,26, -   , -   , -   , -   ,-18,1,493,4
"1,515",35, -   ,74,18, -   , -   , -   , -   ,8, -   ,15,31
"1,516",36, -   ,167,-5, -   , -   , -   , -   ,-9, -   ,-509,4
"1,517",34, -   ,132, -   , -   , -   , -   , -   ,-8,1,-24,2
"1,518",36, -   ,182,-3,2, -   ,3, -   ,8,-1,-122, -   
"1,519",36, -   ,40,-39, -   ,-1, -   ,-3,-19, -   ,-71,-4
"1,520",35, -   , -   ,-67, -   , -   , -   , -   ,-4, -   ,5,2
"1,521",17, -   ,34,20,1,1,2,2,24, -   ,2,15
"1,522",18, -   ,31,-16, -   , -   , -   , -   ,-3, -   ,13,-158
"1,523",16,1,69,-72, -   , -   , -   , -   ,-6,-1,533,-1
"1,524",18, -   ,157,-5, -   , -   , -   , -   ,-31,2,-36,-3
"1,525",17, -   ,114,5, -   , -   , -   , -   ,-67, -   ,-209, -   
"1,526",18, -   ,129,43, -   , -   , -   , -   ,-3,1,-127,5
"1,527",18, -   ,57, -   , -   , -   , -   , -   , -   , -   ,11,31
"1,528",18, -   ,52,-31,1,-2,3, -   ,61, -   ,-46,-3
"1,529",18, -   ,19,19, -   , -   , -   , -   ,4, -   , -   ,31
"1,530",18, -   ,164,-4, -   , -   , -   , -   ,22,-2,32,-4
"1,531",18, -   ,128,-12, -   , -   , -   , -   ,-1,-1,11,1
"1,532",17,1, -   , -   , -   , -   , -   , -   , -   , -   ,4,30
"1,533",18, -   ,96, -   , -   , -   , -   , -   , -   , -   ,-33,18
"1,534",18, -   ,186,80,1,-1,3, -   ,126,1,96, -   
"1,535",7, -   ,3, -   , -   ,-1, -   ,-3,4, -   , -   ,5
"1,536",18, -   ,183,-4, -   ,-3, -   ,-3,14, -   ,"-1,596.00",6
"1,537",18, -   ,130,-8, -   , -   , -   , -   ,7,1,"1,445.00", -   
"1,538",18, -   ,5,-1, -   , -   , -   , -   , -   , -   , -   ,31
"1,539",18, -   ,140,-32, -   , -   , -   , -   ,17,-1,"-1,458.00", -   
"1,540",18, -   ,122,19, -   , -   , -   , -   ,-1, -   ,-51,-3
"1,541",15, -   ,159,11, -   , -   , -   , -   ,11,1,-51,4
"1,542",18, -   ,192,-1,5, -   ,2.8,-0.2,-24,-1,-563, -   
